# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  2 09:54:08 2025
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     TESS Input Catalog of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
7454,771.01,771,277634430,277634430.01,1,CP,10h56m27.33s,164.1138900,-72d59m06.63s,-72.9851740,39.4750000,-76.4110000,2459335.3522850,2.3260077,0.9960868,3279.7891318,1.3960869,14.8966002,501.0620836,12.0874000,25.2788000,3231.0000000,4.4380000,0.2418570,2019-06-05 19:57:34,2025-04-21 12:03:49
7455,772.01,772,286864983,286864983.01,1,PC,12h40m45.94s,190.1914010,-21d52m22.02s,-21.8727820,-29.7640000,-11.7330000,2458575.9453270,11.0163421,3.5235771,6918.5557902,6.9124465,47.7085311,670.2992922,10.8815000,135.3710000,5184.0000000,4.5738300,0.8153740,2019-07-24 15:14:55,2024-01-22 10:08:02
7456,772.02,772,286864983,286864983.02,2,PC,12h40m45.94s,190.1914010,-21d52m22.02s,-21.8727820,-29.7640000,-11.7330000,2459313.6431750,744.2007603,4.3105796,4290.7780126,5.3137751,0.1734040,164.5828313,10.8815000,135.3710000,5184.0000000,4.5738300,0.8153740,2022-03-24 22:19:26,2024-02-19 12:02:55
7457,772.03,772,286864983,286864983.03,3,PC,12h40m45.94s,190.1914010,-21d52m22.02s,-21.8727820,-29.7640000,-11.7330000,2458571.7514400,2.7912365,2.2947027,876.8413933,2.5845960,297.5662970,1059.2919812,10.8815000,135.3710000,5184.0000000,4.5738300,0.8153740,2024-11-14 21:29:06,2024-11-14 17:22:21
7458,773.01,773,286865921,286865921.01,1,KP,12h40m36.47s,190.1519560,-19d17m03.67s,-19.2843530,-23.1730000,-12.8650000,2459329.2503550,4.9712980,3.2830000,12130.0000000,12.1956000,238.8750000,1095.0000000,11.5037000,271.1030000,5510.0000000,4.4413700,1.0900000,2019-06-11 20:03:40,2023-01-25 10:10:01
7459,774.01,774,294301883,294301883.01,1,KP,13h35m01.97s,203.7581950,-17d30m12.59s,-17.5034960,12.0720000,-3.8370000,2459310.4444390,4.4656343,3.5125180,17333.7557231,14.6467763,471.6015950,1188.5393528,11.3473000,297.4620000,6070.0000000,4.4201000,1.0903600,2019-06-11 20:03:40,2022-03-30 16:02:02
7460,775.01,775,304042899,304042899.01,1,FP,10h59m11.99s,164.7999780,-59d14m02.29s,-59.2339700,-24.4780000,19.5400000,2459313.5642300,12.4458741,11.5424587,7049.3777392,21.0847933,308.6584229,1069.0284982,9.5369000,220.9530000,6746.0000000,4.4157200,1.5288000,2019-06-05 19:57:34,2021-10-29 12:59:15
7461,776.01,776,306996324,306996324.01,1,CP,11h54m18.72s,178.5779970,-37d33m12.09s,-37.5533570,251.1120000,-145.0590000,2458572.5997490,15.6653322,2.9937799,1317.6530480,2.0999942,5.0996209,383.2694675,9.7359700,27.1701000,3806.0000000,4.7357500,0.5330240,2019-06-11 20:03:40,2024-10-03 10:08:02
7462,776.02,776,306996324,306996324.02,2,CP,11h54m18.72s,178.5779970,-37d33m12.09s,-37.5533570,251.1120000,-145.0590000,2458571.4159630,8.2466133,2.4120909,1071.2067848,1.7687315,11.9974754,474.6704725,9.7359700,27.1701000,3806.0000000,4.7357500,0.5330240,2019-06-11 20:03:40,2024-10-03 10:08:02
7463,777.01,777,334305570,334305570.01,1,PC,12h12m28.5s,183.1187310,-49d00m27.86s,-49.0077400,-8.8270000,-23.3940000,2458575.7799580,8.3008562,4.8501570,2683.1006768,8.5512662,468.7713718,1186.7521299,9.3712000,182.3140000,7199.0000000,4.3586000,1.6028301,2019-06-11 20:03:40,2024-09-19 10:08:01
7464,778.01,778,335630746,335630746.01,1,CP,13h17m20.12s,199.3338500,-15d16m25.34s,-15.2737050,-60.6000000,-26.0120000,2459574.9427090,4.6336155,3.5570000,7660.0000000,15.2453000,734.6720000,1450.0000000,8.6900900,161.7430000,6780.0000000,4.0824700,1.6800000,2019-06-11 20:03:40,2024-09-10 10:08:02
7465,779.01,779,374095457,374095457.01,1,PC,10h39m43.92s,159.9330060,-48d59m48.07s,-48.9966870,-14.9160000,10.5370000,2458543.8306400,0.7839149,1.6423921,918.1396434,,3608.5342786,1976.7532357,8.2158000,634.7140000,5780.0000000,4.4380000,,2019-06-05 19:57:35,2024-09-01 12:02:56
7466,780.01,780,398943781,398943781.01,1,KP,12h42m28.51s,190.6188030,-30d38m23.34s,-30.6398180,14.9000000,11.8890000,2459329.9020220,3.0524018,2.4830000,22270.0000000,13.7594000,344.1490000,1199.0000000,10.7875000,163.3710000,5545.0000000,4.5278700,0.8800000,2019-06-11 20:03:40,2023-01-25 10:10:01
7467,781.01,781,413376180,413376180.01,1,KP,11h46m57.32s,176.7388260,-22d33m46.84s,-22.5630100,-46.4240000,-1.1720000,2458570.7727310,1.3541342,2.0812883,20039.5506701,13.2236638,950.0562665,1415.9798764,12.7492000,341.9250000,5227.0000000,4.4744300,0.9314710,2019-06-11 20:03:40,2024-09-19 10:08:01
7468,782.01,782,429358906,429358906.01,1,CP,12h15m40.89s,183.9203610,-18d54m37.22s,-18.9103380,-163.7200000,-36.8190000,2458577.0421740,8.0239811,1.7082731,4010.0577601,2.5926653,5.3901675,388.6156751,12.2875000,52.5122000,3331.0000000,4.9496400,0.4065160,2019-06-11 20:03:40,2025-04-21 12:03:49
7469,783.01,783,451645081,451645081.01,1,PC,11h28m37.35s,172.1556370,-54d47m03.2s,-54.7842230,-119.1820000,3.2310000,2459312.1212410,8.1125147,2.0330298,1224.9160656,2.3812033,32.9624198,611.1172195,9.9222000,55.3043000,4498.9400000,4.5000000,0.6683610,2019-06-11 20:03:40,2022-03-21 16:02:02
7470,784.01,784,460984940,460984940.01,1,CP,10h37m21.89s,159.3412210,-63d39m20.49s,-63.6556920,3.5670000,-154.9110000,2460038.6655400,2.7970316,2.1850000,481.0000000,1.8430300,413.8940000,1256.0000000,8.7537000,64.5997000,5849.0000000,4.5297000,0.9000000,2019-06-05 19:57:36,2023-06-29 12:02:52
7471,785.01,785,374829238,374829238.01,1,PC,05h53m20.95s,88.3372900,-65d38m00.6s,-65.6335000,-15.2410000,102.2160000,2458363.8563870,18.6286102,30.0156194,570.2527990,1.6416264,4.2850920,366.9524462,11.5026000,65.5548000,3783.0000000,4.4380000,0.5613010,2019-06-14 18:35:01,2025-07-09 16:00:02
7472,786.01,786,375059587,375059587.01,1,PC,06h40m25.01s,100.1042150,-63d20m20.79s,-63.3391080,7.7500000,32.1090000,2460176.5550480,12.6693786,4.8180000,321.0000000,2.3067800,562.4920000,1356.0000000,9.8192000,167.9480000,5853.8000000,4.2209900,1.3100000,2019-06-14 18:35:01,2023-10-16 16:02:02
7473,786.02,786,375059587,375059587.02,2,PC,06h40m25.01s,100.1042150,-63d20m20.79s,-63.3391080,7.7500000,32.1090000,2460161.0393820,38.5537648,6.0710000,329.0000000,2.1403800,20.9962000,596.0000000,9.8192000,167.9480000,5853.8000000,4.2209900,1.3100000,2021-07-28 20:17:26,2023-10-16 16:02:02
7474,787.01,787,350584963,350584963.01,1,PC,05h48m27.85s,87.1160290,-56d00m14.83s,-56.0041190,23.6050000,2.8310000,2458325.8985490,2.1263165,2.6285127,137.5302097,1.7757918,2396.4201609,1784.4750934,9.4799000,180.2910000,6623.0000000,4.3835900,1.3155600,2019-05-24 18:31:06,2025-07-09 16:00:02
7475,788.01,788,349829627,349829627.01,1,PC,07h34m46.87s,113.6952880,-61d14m24.24s,-61.2400680,-31.0770000,-36.6910000,2458329.3872470,6.4872362,2.5986372,112.7687265,3.2602447,284.7722987,1047.7174682,9.0255000,184.2040000,4997.0000000,3.4515400,2.5686400,2019-06-14 18:35:01,2024-12-05 16:02:02
7476,789.01,789,300710077,300710077.01,1,PC,07h41m04.85s,115.2702250,-71d18m13.55s,-71.3037640,129.6130000,148.2260000,2458329.1045490,5.4470648,1.5833010,862.2586997,1.1245064,9.5471336,448.3198817,11.9802000,43.4070000,3471.0000000,4.8770700,0.3711400,2019-06-14 18:35:01,2024-12-05 16:02:02
7477,789.02,789,300710077,300710077.02,2,PC,07h41m04.85s,115.2702250,-71d18m13.55s,-71.3037640,129.6130000,148.2260000,2458334.7678050,12.9707041,2.2669808,1208.7896248,1.3280332,3.0024214,335.7280760,11.9802000,43.4070000,3471.0000000,4.8770700,0.3711400,2021-07-28 20:17:26,2024-12-05 16:02:02
7478,789.03,789,300710077,300710077.03,3,PC,07h41m04.85s,115.2702250,-71d18m13.55s,-71.3037640,129.6130000,148.2260000,2458329.9791450,8.0432343,2.0067185,878.9302211,1.2872781,5.6778261,393.6998701,11.9802000,43.4070000,3471.0000000,4.8770700,0.3711400,2021-07-28 20:17:26,2024-12-05 16:02:02
7479,790.01,790,308994098,308994098.01,1,PC,08h13m35.47s,123.3977800,-64d05m27.24s,-64.0909010,-24.6670000,47.9210000,2458352.4878620,199.5779073,11.8968751,1766.6170108,6.9936043,7.5757108,423.1317323,8.9914000,167.2180000,6988.0000000,4.2564900,1.4608001,2019-06-14 18:35:01,2024-10-04 10:08:02
7480,790.02,790,308994098,308994098.02,2,PC,08h13m35.47s,123.3977800,-64d05m27.24s,-64.0909010,-24.6670000,47.9210000,2458345.4415130,41.0175174,8.2090013,229.2846536,2.4013155,62.4617543,717.0068321,8.9914000,167.2180000,6988.0000000,4.2564900,1.4608001,2022-03-24 22:19:26,2024-03-14 16:54:32
7481,790.03,790,308994098,308994098.03,3,PC,08h13m35.47s,123.3977800,-64d05m27.24s,-64.0909010,-24.6670000,47.9210000,2460203.6214730,,17.3550472,1628.2500301,6.4367306,6.7526693,411.1389473,8.9914000,167.2180000,6988.0000000,4.2564900,1.4608001,2024-03-14 22:42:27,2024-03-15 12:03:14
7482,791.01,791,306472057,306472057.01,1,PC,07h53m44.34s,118.4347570,-69d42m06.25s,-69.7017360,-5.0650000,8.1920000,2458427.6214320,139.3048512,12.1948293,5057.6776282,10.4668171,10.6694651,460.9516893,10.7525000,341.2210000,6572.0000000,4.3538100,1.4296200,2019-06-14 18:35:01,2024-03-11 10:08:02
7483,791.02,791,306472057,306472057.02,2,PC,07h53m44.34s,118.4347570,-69d42m06.25s,-69.7017360,-5.0650000,8.1920000,2458583.2735640,928.0455814,11.5766890,6356.9944677,12.0672714,3.6827047,353.3145101,10.7525000,341.2210000,6572.0000000,4.3538100,1.4296200,2024-03-14 22:31:28,2024-03-15 12:03:14
7484,792.01,792,294780517,294780517.01,1,FP,04h44m58.98s,71.2457640,-67d58m51.78s,-67.9810500,-7.4540000,19.6940000,2458416.4959170,15.6477055,1.3360670,1515.1689468,3.2193276,30.6368863,600.0409721,11.7345000,215.2080000,5107.9800000,4.5443000,0.8358070,2019-06-14 18:35:01,2023-04-04 16:02:02
7485,793.01,793,300013921,300013921.01,1,FP,07h08m32.15s,107.1339520,-68d22m07.6s,-68.3687780,-0.3950000,25.3820000,2459236.9572860,54.6616036,2.3880000,2020.0000000,4.0476700,1.2027600,291.0000000,10.8578000,144.0670000,5379.0000000,4.5046100,0.8000000,2019-06-14 18:35:01,2023-04-04 16:02:02
7486,794.01,794,299945285,299945285.01,1,PC,07h06m39.58s,106.6649220,-71d26m48.58s,-71.4468270,4.6680000,-17.5610000,2458392.4745900,52.4072665,8.7541225,372.4627072,3.3054594,40.8156414,644.6535906,10.0176000,233.1310000,6270.0100000,4.0746700,1.5908400,2019-06-14 18:35:01,2024-09-17 10:08:02
7487,795.01,795,278895705,278895705.01,1,PC,06h43m52.89s,100.9703740,-55d38m20.4s,-55.6390000,0.6740000,12.7370000,2458328.5893630,8.7609906,0.9094562,479.6082016,2.9253441,288.3684545,1051.0096100,10.2477000,216.2570000,6168.8800000,4.2419100,1.3109699,2019-06-14 18:35:01,2024-02-23 10:08:02
7488,796.01,796,277099925,277099925.01,1,FA,05h35m56.77s,83.9865510,-67d27m34.54s,-67.4595940,1.4300000,0.6500000,2458325.9668910,0.8086308,3.0190282,889.7191222,3.0352964,3462.2277004,1956.4045142,10.7210000,9590.7500000,5780.0000000,4.4380000,1.0000000,2019-05-24 18:30:47,2021-10-29 12:59:15
7489,797.01,797,271596225,271596225.01,1,PC,07h14m15.14s,108.5630860,-74d36m11.14s,-74.6030950,83.3500000,-127.9210000,2458326.8206770,1.8007935,1.1863073,622.5482076,1.1904014,66.8766210,729.3539345,11.7144000,56.1927000,3704.0000000,4.7743100,0.4737020,2019-06-14 18:35:01,2024-02-23 10:08:02
7490,797.02,797,271596225,271596225.02,2,PC,07h14m15.14s,108.5630860,-74d36m11.14s,-74.6030950,83.3500000,-127.9210000,2458327.4161560,4.1400062,1.0309175,740.3454035,1.3230408,22.0406756,552.6192071,11.7144000,56.1927000,3704.0000000,4.7743100,0.4737020,2019-06-14 18:35:01,2024-02-16 10:08:02
7491,797.03,797,271596225,271596225.03,3,PC,07h14m15.14s,108.5630860,-74d36m11.14s,-74.6030950,83.3500000,-127.9210000,2458327.4686500,2.7309449,1.1118337,456.1893836,1.0182347,38.3832990,634.8269047,11.7144000,56.1927000,3704.0000000,4.7743100,0.4737020,2021-07-08 23:15:53,2024-02-23 10:08:02
7492,798.01,798,260640693,260640693.01,1,APC,06h31m16.92s,97.8204940,-58d19m13.58s,-58.3204380,23.5310000,58.9680000,2458358.4602870,95.2391755,1.5992619,5934.3582239,,5.9970158,399.1200517,11.9080000,121.0520000,4270.0000000,4.5780800,,2019-06-14 18:35:01,2024-09-17 10:08:02
7493,799.01,799,255685030,255685030.01,1,PC,06h33m52.59s,98.4691250,-52d27m37.07s,-52.4602960,26.5490000,33.5680000,2458439.4991500,5.5451661,2.2293365,439.0185686,1.9448048,199.6326492,958.6887743,10.5868000,158.5260000,5643.0000000,4.4806600,0.9155190,2019-06-14 18:35:01,2024-02-16 10:08:02
7494,800.01,800,179308757,179308757.01,1,APC,05h19m03.82s,79.7659150,-69d38m16.53s,-69.6379260,1.8560000,0.6510000,2458354.9797750,0.9657303,3.4341219,997.3701416,3.2694344,2732.4246089,1843.9825061,12.3323000,7596.9100000,5780.0000000,4.1380000,1.0000000,2019-06-14 18:35:01,2021-10-29 12:59:15
7495,801.01,801,177258735,177258735.01,1,PC,06h48m53.21s,102.2216910,-73d17m57.61s,-73.2993350,-148.7170000,129.5890000,2460180.3295880,0.7757012,1.2815624,38.7087646,0.8620247,8186.2919627,2426.0042479,7.5412000,71.3672000,6283.3900000,4.4380000,1.3560899,2019-06-14 18:35:01,2023-11-15 16:02:02
7496,802.01,802,167303382,167303382.01,1,PC,06h31m56.57s,97.9857150,-68d42m42.48s,-68.7118000,-57.1220000,-449.8450000,2458327.3914690,3.6939160,1.7264201,74.8071860,0.6501353,186.8668956,942.9807829,7.5209000,28.1042000,5235.7800000,4.4380000,0.7498200,2019-06-14 18:35:01,2024-04-25 10:08:01
7497,803.01,803,143526444,143526444.01,1,FP,08h22m34.81s,125.6450290,-19d15m16.61s,-19.2546130,-7.5480000,5.0820000,2459974.3176100,15.3050693,3.8720000,770.0000000,10.4166000,340.8270000,1197.0000000,9.3309000,403.7720000,5370.0000000,3.3233900,4.1600000,2019-06-14 18:35:01,2023-03-08 16:02:02
7498,804.01,804,41227743,41227743.01,1,PC,06h06m04.75s,91.5197830,-69d25m12.86s,-69.4202380,-6.6000000,15.6000000,2458326.2439390,1.4188153,4.5754288,136.3471608,,1636.0185237,1622.0595854,10.7140000,285.6470000,5988.0000000,4.3067900,,2019-06-14 18:35:01,2025-07-09 16:00:02
7499,805.01,805,38460940,38460940.01,1,PC,04h04m32.59s,61.1357990,-62d59m20.88s,-62.9891320,272.1410000,-442.9050000,2459357.9930450,4.1177649,1.2126750,1948.1405783,1.2761470,8.9265383,440.8496683,13.1018000,51.8767000,3376.0000000,4.4380000,0.2811290,2019-06-14 18:35:01,2024-02-18 12:02:46
7500,806.01,806,33831980,33831980.01,1,PC,04h13m39.85s,63.4160590,-76d05m52.85s,-76.0980130,-42.7320000,-74.2620000,2458346.0132460,21.9166429,3.3787978,1306.4224091,2.2852898,5.8871402,397.2792150,11.9763000,104.4400000,4130.0000000,4.4380000,0.6316090,2019-06-14 18:35:01,2024-09-17 10:08:02
7501,807.01,807,30853470,30853470.01,1,PC,05h03m39.82s,75.9159210,-66d39m17.72s,-66.6549230,45.2630000,54.4060000,2458327.6539350,5.2702557,2.0186676,511.6141762,1.6776468,70.6617951,739.4620938,11.3042000,106.9840000,4662.0000000,4.5678700,0.6930740,2019-06-14 18:35:01,2024-12-05 16:02:02
7502,808.01,808,30122649,30122649.01,1,PC,08h54m59.65s,133.7485500,-44d17m19.07s,-44.2886300,45.2270000,-24.8710000,2458526.8487470,9.7394089,3.5625788,641.7240822,2.2696307,60.3880789,710.9802766,10.0659000,98.1848000,5216.0000000,4.5261300,0.8331980,2019-06-14 18:35:01,2021-10-29 12:59:15
7503,809.01,809,149301575,149301575.01,1,APC,05h31m55.08s,82.9795180,-60d28m36.21s,-60.4767240,8.5060000,91.1930000,2458340.4725650,183.4589190,10.7646820,645.2831320,3.3794170,7.0550173,415.6657780,10.3046000,195.0290000,5804.3000000,3.8900000,1.3072500,2019-06-14 18:35:01,2021-10-29 12:59:15
7504,810.01,810,388106759,388106759.01,1,PC,04h11m24.96s,62.8540090,-69d28m29.56s,-69.4748790,-18.9550000,13.9720000,2458332.2515150,28.3057042,4.8265036,357.0692138,2.7465985,55.5380247,696.2534449,10.5173000,232.4700000,5704.5900000,4.0916200,1.4006500,2019-06-14 18:35:01,2024-09-17 10:08:02
7505,810.02,810,388106759,388106759.02,2,PC,04h11m24.96s,62.8540090,-69d28m29.56s,-69.4748790,-18.9550000,13.9720000,2458406.6705900,90.8479191,11.1179142,314.2730564,2.6152426,11.7310189,472.0126996,10.5173000,232.4700000,5704.5900000,4.0916200,1.4006500,2020-12-21 18:02:10,2024-09-17 10:08:02
7506,811.01,811,100757807,100757807.01,1,PC,05h52m07.28s,88.0303140,-32d55m30.27s,-32.9250740,14.9680000,25.6240000,2459193.5315650,25.1760133,4.4180000,12570.0000000,14.2012000,24.1525000,617.0000000,10.9339000,284.0020000,6025.9000000,4.3000000,1.2400000,2019-06-21 19:00:01,2024-04-25 10:08:01
7507,812.01,812,363914762,363914762.01,1,PC,05h56m56.56s,89.2356580,-49d00m25.02s,-49.0069490,1.3180000,-2.1480000,2459249.5877900,13.8665912,6.4910000,7930.0000000,14.3875000,271.7670000,1131.0000000,10.9582000,426.0240000,6707.0000000,4.2000000,1.5700000,2019-06-21 19:02:21,2024-09-07 10:08:02
7508,813.01,813,55525572,55525572.01,1,CP,04h50m46.56s,72.6940100,-60d54m19.66s,-60.9054610,-3.7330000,-2.7890000,2459125.8469130,83.8962434,13.0330846,1217.6723245,7.2168832,29.5832748,594.8141775,9.8467000,263.1450000,5823.7000000,3.7700000,2.0435400,2019-06-21 19:07:29,2023-12-05 10:08:02
7509,814.01,814,255760319,255760319.01,1,FP,06h38m51.51s,99.7146190,-53d06m27.35s,-53.1075980,5.4000000,-17.3450000,2458359.7339400,7.2104800,2.6710000,250.0940000,3.7188000,124.2460000,930.0000000,8.9944000,196.4720000,5920.4000000,3.9100000,2.1400000,2019-06-21 19:17:58,2021-12-07 16:02:02
7510,815.01,815,102840239,102840239.01,1,CP,10h23m29.27s,155.8719380,-43d50m05.73s,-43.8349250,8.9280000,7.1020000,2460026.6242840,11.1972769,3.0610000,1301.0000000,2.6239700,33.9923000,672.0000000,9.3600000,59.7117000,4953.9000000,4.5900000,0.7600000,2019-06-21 19:21:00,2025-03-25 12:03:48
7511,815.02,815,102840239,102840239.02,2,CP,10h23m29.27s,155.8719380,-43d50m05.73s,-43.8349250,8.9280000,7.1020000,2460023.1299130,734.4987702,2.5290000,1004.0000000,2.1838000,9.0443800,483.0000000,9.3600000,59.7117000,4953.9000000,4.5900000,0.7600000,2023-04-27 20:49:13,2025-03-25 12:03:48
7512,816.01,816,175180796,175180796.01,1,FP,07h44m02.52s,116.0104810,-36d59m47.41s,-36.9965030,7.4260000,-95.6100000,2458493.4431200,1.5574700,2.7140000,3127.9400000,3.8033600,5034.1300000,2346.0000000,11.1430000,74.5217000,4146.6000000,4.6000000,0.6200000,2019-06-21 19:23:11,2021-10-29 12:59:15
7513,817.01,817,30312676,30312676.01,1,FP,04h57m08.83s,74.2867880,-66d23m25.2s,-66.3903340,1.8580000,-0.0310000,2459126.7692000,1.1022300,2.5980000,1015.0000000,7.4694027,199185.0000000,5885.0000000,11.3029000,7294.4100000,8747.0000000,4.0802200,2.2376700,2019-06-17 17:15:50,2022-02-15 16:02:02
7514,818.01,818,46096489,46096489.01,1,KP,14h18m43.92s,214.6830110,-20d16m31.57s,-20.2754370,-0.0400000,17.2570000,2458598.0727770,3.1185360,2.0432740,12242.7313220,11.8571240,481.9169727,1194.9859664,10.6481000,194.1340000,5700.0000000,4.4915800,0.9500000,2019-06-17 17:15:50,2024-09-09 10:08:01
7515,819.01,819,73717937,73717937.01,1,KP,12h48m45.5s,192.1895680,-47d36m49.24s,-47.6136790,-32.0580000,2.8310000,2459301.0405540,16.2546802,4.7400000,4950.0000000,9.6817600,63.8150000,787.0000000,11.7528000,400.3310000,5846.0000000,4.4166500,1.3200000,2019-06-17 17:15:50,2023-01-24 16:02:02
7516,820.01,820,111991770,111991770.01,1,KP,13h55m42.72s,208.9280110,-32d09m34.96s,-32.1597120,8.7700000,-22.3910000,2458599.4450860,3.7520620,3.6800560,9500.4303050,14.9371310,1237.7366286,1512.7836094,10.4445000,282.0910000,6300.0000000,4.1697900,1.4800000,2019-06-17 17:15:51,2024-09-09 10:08:01
7517,821.01,821,125405602,125405602.01,1,FA,13h58m27.8s,209.6158510,-23d16m39.26s,-23.2775720,242.8520000,-252.5310000,2458606.7846420,13.8233030,1.3652170,2556.5323460,2.8060090,4.5470053,372.4355382,11.1825000,39.5907000,3669.0000000,4.7889600,0.4770000,2019-06-17 17:15:51,2021-10-29 12:59:15
7518,822.01,822,127530399,127530399.01,1,KP,14h30m26.21s,217.6092000,-46d09m34.26s,-46.1595160,12.5610000,-73.2080000,2458602.8559390,7.1335149,3.1376265,18037.5300175,10.4786580,64.4593609,722.6720336,11.1116000,122.9100000,4775.0000000,4.6030500,0.7898770,2019-06-17 17:15:51,2024-09-09 10:08:01
7519,822.02,822,127530399,127530399.02,2,CP,14h30m26.21s,217.6092000,-46d09m34.26s,-46.1595160,12.5610000,-73.2080000,2458597.5756730,1.0115336,1.6201453,640.6892788,2.3332033,871.7333843,1385.8482225,11.1116000,122.9100000,4775.0000000,4.6030500,0.7898770,2021-10-28 01:48:14,2022-06-01 12:04:12
7520,823.01,823,158978373,158978373.01,1,APC,14h34m37.99s,218.6582930,-40d44m23.51s,-40.7398630,15.0190000,-8.0050000,2458609.0107770,13.5337579,3.5571250,2234.8547566,6.2692929,167.1947435,917.1183951,9.9623000,201.8730000,6309.0000000,4.2352500,1.3003200,2019-06-17 17:15:51,2024-09-09 12:03:07
7521,824.01,824,193641523,193641523.01,1,CP,14h48m39.71s,222.1654700,-57d35m19.92s,-57.5888670,-51.6040000,-152.3920000,2458597.8134320,1.3929721,1.0799517,1576.0776119,2.9539057,411.5001611,1148.7148937,10.0732000,63.9262000,4452.0000000,4.4990900,0.7296350,2019-06-17 17:15:52,2024-02-15 10:08:02
7522,825.01,825,220029715,220029715.01,1,KP,13h55m25.62s,208.8567460,-21d12m28.29s,-21.2078590,-43.1250000,-36.6940000,2458598.7491320,3.1853186,2.2396998,4917.3378908,5.4220350,211.6178316,972.7647273,12.4284000,240.7070000,4944.0000000,4.5024300,0.7819590,2019-06-17 17:15:52,2024-03-14 16:54:32
7523,826.01,826,243200602,243200602.01,1,KP,13h32m25.44s,203.1060190,-42d28m30.98s,-42.4752730,6.1110000,-1.2380000,2460063.0083600,11.5509742,3.5710000,10842.0000000,11.0252000,56.3550000,763.0000000,10.4910000,172.2560000,5625.0000000,4.4909200,1.0600000,2019-06-17 17:15:52,2023-06-28 10:10:02
7524,827.01,827,270507305,270507305.01,1,APC,06h35m34.38s,98.8932690,-79d42m56.71s,-79.7157540,-2.7410000,21.7820000,2458597.4540960,1.2282706,2.0554176,7013.5398278,14.6178728,3428.5103713,1951.6238484,11.5746000,336.9880000,5848.0000000,4.3323300,1.2740999,2019-06-17 17:15:53,2024-09-09 10:08:01
7525,828.01,828,271168962,271168962.01,1,KP,14h00m46.46s,210.1935710,-30d35m00.99s,-30.5836080,10.2940000,-9.8520000,2460043.8446120,5.3220505,3.8815964,6562.7794806,17.1038087,995.3724127,1432.5709808,9.4719900,200.0750000,6030.0000000,4.0943500,1.9575700,2019-06-17 17:15:53,2023-06-15 16:02:02
7526,829.01,829,276128561,276128561.01,1,PC,14h56m50.01s,224.2083910,-37d02m34.74s,-37.0429830,-68.2050000,-19.6070000,2459334.5312500,3.2877916,2.3400995,1779.1851978,4.2854014,350.7238882,1103.7255252,10.5623000,142.4610000,5636.0000000,4.3723000,0.9488850,2019-06-17 17:15:53,2024-09-09 10:08:01
7527,830.01,830,281924357,281924357.01,1,PC,08h39m01.65s,129.7568610,-74d45m47.21s,-74.7631140,-12.2200000,21.1120000,2458584.4535680,15.0405221,2.2981691,17981.6903217,23.0692974,79.8057547,762.3041811,10.9303000,222.9950000,5900.0000000,4.3630400,1.0431000,2019-06-17 17:15:53,2024-06-03 10:08:02
7528,831.01,831,307610438,307610438.01,1,APC,15h16m08.02s,229.0334110,-38d52m31.48s,-38.8754100,-18.5000000,-20.7000000,2458597.2738680,1.5617357,2.1307551,4445.0857356,7.7731045,1606.0377681,1614.5767268,8.8098000,86.0601000,5808.0000000,4.3397200,1.1447800,2019-06-17 17:15:53,2024-09-09 10:08:01
7529,832.01,832,350332997,350332997.01,1,FP,05h36m19.59s,84.0816270,-54d11m28.32s,-54.1911990,13.6610000,1.4270000,2459357.0795260,1.9160221,1.4050000,2430.0000000,10.8261000,339.5050000,1195.0000000,11.7611000,586.7040000,5623.0000000,4.3748300,2.0900000,2019-06-17 17:15:54,2024-09-09 10:08:01
